codigo_ibge_7,nome_municipio_ibge,codigo_uf_ibge,nome_uf_ibge,regiao,observacoes_elegiveis,anos_elegiveis,semanas_risco,proporcao_semanas_risco,anos_com_risco,primeira_semana_risco,ultima_semana_risco,episodios,duracao_media_episodio,duracao_mediana_episodio,duracao_maxima_episodio,episodios_multianuais,recorrencia_multianual
3516507,Gabriel Monteiro,35,São Paulo,Sudeste,418,8,98,0.23444976076555024,7,2019-04-14,2025-09-21,12,8.166666666666666,4.5,26.0,1,True
3516606,Gália,35,São Paulo,Sudeste,418,8,118,0.2822966507177033,7,2018-05-06,2025-11-30,15,7.866666666666666,4.0,27.0,1,True
3516705,Garça,35,São Paulo,Sudeste,418,8,167,0.39952153110047844,6,2019-01-27,2025-12-14,11,15.181818181818182,13.0,45.0,3,True
3516804,Gastão Vidigal,35,São Paulo,Sudeste,418,8,96,0.22966507177033493,6,2019-01-20,2025-12-07,11,8.727272727272727,7.0,33.0,1,True
3516853,Gavião Peixoto,35,São Paulo,Sudeste,418,8,102,0.24401913875598086,6,2018-11-18,2024-11-03,11,9.272727272727273,4.0,40.0,1,True
3516903,General Salgado,35,São Paulo,Sudeste,418,8,136,0.3253588516746411,8,2018-06-17,2025-03-16,15,9.066666666666666,5.0,38.0,3,True
3517000,Getulina,35,São Paulo,Sudeste,418,8,101,0.24162679425837322,7,2018-07-01,2025-07-06,13,7.769230769230769,4.0,25.0,1,True
3517109,Glicério,35,São Paulo,Sudeste,418,8,86,0.20574162679425836,6,2018-11-11,2025-04-06,7,12.285714285714286,5.0,31.0,1,True
3517208,Guaiçara,35,São Paulo,Sudeste,418,8,113,0.2703349282296651,8,2018-12-09,2025-03-30,17,6.647058823529412,4.0,33.0,3,True
3517307,Guaimbê,35,São Paulo,Sudeste,418,8,103,0.24641148325358853,7,2018-02-18,2025-09-14,9,11.444444444444445,8.0,37.0,1,True
3517406,Guaíra,35,São Paulo,Sudeste,418,8,132,0.3157894736842105,8,2018-07-01,2025-12-07,16,8.25,2.0,38.0,2,True
3517505,Guapiaçu,35,São Paulo,Sudeste,418,8,107,0.25598086124401914,6,2019-02-17,2025-11-09,13,8.23076923076923,2.0,46.0,2,True
3517604,Guapiara,35,São Paulo,Sudeste,418,8,74,0.17703349282296652,7,2017-12-31,2025-03-09,9,8.222222222222221,6.0,27.0,1,True
3517703,Guará,35,São Paulo,Sudeste,418,8,61,0.145933014354067,4,2018-03-04,2024-03-03,7,8.714285714285714,4.0,26.0,0,True
3517802,Guaraçaí,35,São Paulo,Sudeste,418,8,112,0.2679425837320574,6,2018-07-22,2025-02-16,10,11.2,5.5,39.0,2,True
3517901,Guaraci,35,São Paulo,Sudeste,418,8,110,0.2631578947368421,6,2018-07-01,2024-12-01,11,10.0,4.0,39.0,2,True
3518008,Guarani d'Oeste,35,São Paulo,Sudeste,418,8,123,0.2942583732057416,7,2019-03-03,2025-02-23,12,10.25,6.0,37.0,2,True
3518107,Guarantã,35,São Paulo,Sudeste,418,8,86,0.20574162679425836,8,2018-08-12,2025-11-02,11,7.818181818181818,4.0,24.0,0,True
3518206,Guararapes,35,São Paulo,Sudeste,418,8,163,0.38995215311004783,7,2018-05-13,2025-04-06,7,23.285714285714285,10.0,65.0,2,True
3518305,Guararema,35,São Paulo,Sudeste,418,8,125,0.29904306220095694,7,2018-08-12,2024-07-07,13,9.615384615384615,4.0,33.0,1,True
3518404,Guaratinguetá,35,São Paulo,Sudeste,418,8,133,0.3181818181818182,5,2019-04-07,2024-10-13,6,22.166666666666668,4.5,63.0,2,True
3518503,Guareí,35,São Paulo,Sudeste,418,8,93,0.22248803827751196,7,2019-03-10,2025-12-21,15,6.2,4.0,30.0,0,True
3518602,Guariba,35,São Paulo,Sudeste,418,8,120,0.28708133971291866,7,2018-10-21,2025-10-26,17,7.0588235294117645,4.0,24.0,0,True
3518701,Guarujá,35,São Paulo,Sudeste,418,8,189,0.45215311004784686,8,2018-08-19,2025-12-07,10,18.9,10.0,58.0,1,True
3518800,Guarulhos,35,São Paulo,Sudeste,418,8,93,0.22248803827751196,4,2019-03-24,2025-12-07,8,11.625,4.0,44.0,1,True
3518859,Guatapará,35,São Paulo,Sudeste,418,8,106,0.2535885167464115,8,2018-12-02,2025-09-14,13,8.153846153846153,4.0,22.0,1,True
3518909,Guzolândia,35,São Paulo,Sudeste,418,8,113,0.2703349282296651,8,2018-08-19,2025-02-23,12,9.416666666666666,4.0,35.0,2,True
3519006,Herculândia,35,São Paulo,Sudeste,418,8,101,0.24162679425837322,5,2017-12-31,2023-04-30,14,7.214285714285714,4.0,29.0,0,True
3519055,Holambra,35,São Paulo,Sudeste,418,8,132,0.3157894736842105,7,2018-04-01,2025-04-06,12,11.0,7.0,39.0,1,True
3519071,Hortolândia,35,São Paulo,Sudeste,418,8,100,0.23923444976076555,5,2019-04-28,2025-12-07,12,8.333333333333334,3.5,37.0,0,True
3519105,Iacanga,35,São Paulo,Sudeste,418,8,129,0.30861244019138756,7,2018-12-02,2025-02-09,8,16.125,12.5,48.0,2,True
3519204,Iacri,35,São Paulo,Sudeste,418,8,135,0.3229665071770335,7,2019-04-14,2025-03-02,11,12.272727272727273,8.0,24.0,1,True
3519253,Iaras,35,São Paulo,Sudeste,418,8,112,0.2679425837320574,7,2018-02-11,2025-06-01,14,8.0,5.0,21.0,1,True
3519303,Ibaté,35,São Paulo,Sudeste,418,8,131,0.3133971291866029,7,2018-07-29,2025-11-23,16,8.1875,4.0,31.0,1,True
3519402,Ibirá,35,São Paulo,Sudeste,418,8,110,0.2631578947368421,6,2018-08-12,2025-03-09,6,18.333333333333332,16.0,40.0,2,True
3519501,Ibirarema,35,São Paulo,Sudeste,418,8,116,0.27751196172248804,8,2018-08-26,2025-04-13,11,10.545454545454545,9.0,32.0,1,True
3519600,Ibitinga,35,São Paulo,Sudeste,418,8,122,0.291866028708134,6,2019-05-12,2025-04-06,8,15.25,12.0,49.0,1,True
3519709,Ibiúna,35,São Paulo,Sudeste,418,8,103,0.24641148325358853,7,2018-10-21,2025-12-28,11,9.363636363636363,4.0,52.0,1,True
3519808,Icém,35,São Paulo,Sudeste,418,8,88,0.21052631578947367,7,2018-01-07,2025-08-24,12,7.333333333333333,4.0,27.0,2,True
3519907,Iepê,35,São Paulo,Sudeste,418,8,113,0.2703349282296651,6,2018-04-22,2025-08-03,13,8.692307692307692,5.0,36.0,2,True
3520004,Igaraçu do Tietê,35,São Paulo,Sudeste,418,8,137,0.3277511961722488,7,2019-02-17,2025-12-28,13,10.538461538461538,7.0,42.0,2,True
3520103,Igarapava,35,São Paulo,Sudeste,418,8,79,0.18899521531100477,6,2018-10-21,2025-11-16,7,11.285714285714286,5.0,36.0,1,True
3520202,Igaratá,35,São Paulo,Sudeste,418,8,47,0.11244019138755981,6,2019-05-05,2025-12-28,9,5.222222222222222,4.0,25.0,0,True
3520301,Iguape,35,São Paulo,Sudeste,418,8,119,0.284688995215311,8,2018-12-09,2025-12-07,15,7.933333333333334,4.0,34.0,1,True
3520400,Ilhabela,35,São Paulo,Sudeste,418,8,154,0.3684210526315789,6,2018-07-01,2024-11-24,14,11.0,8.5,29.0,1,True
3520426,Ilha Comprida,35,São Paulo,Sudeste,418,8,96,0.22966507177033493,6,2018-06-10,2025-10-19,12,8.0,4.0,30.0,0,True
3520442,Ilha Solteira,35,São Paulo,Sudeste,418,8,91,0.21770334928229665,7,2018-09-02,2025-06-08,9,10.11111111111111,6.0,26.0,1,True
3520509,Indaiatuba,35,São Paulo,Sudeste,418,8,137,0.3277511961722488,6,2019-05-19,2025-12-14,12,11.416666666666666,3.5,72.0,1,True
3520608,Indiana,35,São Paulo,Sudeste,418,8,112,0.2679425837320574,7,2018-11-25,2025-11-09,13,8.615384615384615,7.0,23.0,2,True
3520707,Indiaporã,35,São Paulo,Sudeste,418,8,114,0.2727272727272727,6,2018-05-20,2025-02-16,13,8.76923076923077,4.0,33.0,3,True
3520806,Inúbia Paulista,35,São Paulo,Sudeste,418,8,100,0.23923444976076555,5,2018-02-25,2023-02-26,6,16.666666666666668,20.5,27.0,2,True
3520905,Ipaussu,35,São Paulo,Sudeste,418,8,153,0.3660287081339713,7,2019-03-03,2025-04-27,14,10.928571428571429,10.5,36.0,3,True
3521002,Iperó,35,São Paulo,Sudeste,418,8,87,0.20813397129186603,5,2019-05-05,2024-08-18,5,17.4,11.0,53.0,1,True
3521101,Ipeúna,35,São Paulo,Sudeste,418,8,143,0.34210526315789475,7,2019-03-10,2025-11-09,16,8.9375,4.0,41.0,2,True
3521150,Ipiguá,35,São Paulo,Sudeste,418,8,93,0.22248803827751196,5,2018-07-08,2025-07-13,9,10.333333333333334,10.0,29.0,1,True
3521200,Iporanga,35,São Paulo,Sudeste,418,8,74,0.17703349282296652,5,2019-03-31,2025-09-21,8,9.25,5.5,24.0,1,True
3521309,Ipuã,35,São Paulo,Sudeste,418,8,87,0.20813397129186603,5,2018-06-17,2025-06-08,9,9.666666666666666,9.0,25.0,1,True
3521408,Iracemápolis,35,São Paulo,Sudeste,418,8,139,0.33253588516746413,6,2018-01-28,2025-10-19,10,13.9,10.5,39.0,0,True
3521507,Irapuã,35,São Paulo,Sudeste,418,8,158,0.37799043062200954,7,2018-12-09,2025-12-28,20,7.9,4.5,20.0,3,True
3521606,Irapuru,35,São Paulo,Sudeste,418,8,106,0.2535885167464115,5,2018-12-30,2023-10-29,9,11.777777777777779,4.0,40.0,2,True
3521705,Itaberá,35,São Paulo,Sudeste,418,8,106,0.2535885167464115,8,2018-09-09,2025-12-28,14,7.571428571428571,4.0,36.0,0,True
3521804,Itaí,35,São Paulo,Sudeste,418,8,144,0.3444976076555024,7,2019-01-20,2025-09-21,15,9.6,4.0,59.0,1,True
3521903,Itajobi,35,São Paulo,Sudeste,418,8,129,0.30861244019138756,7,2018-05-06,2025-03-23,10,12.9,9.5,48.0,1,True
3522000,Itaju,35,São Paulo,Sudeste,418,8,124,0.2966507177033493,7,2019-03-10,2025-11-16,15,8.266666666666667,4.0,42.0,1,True
3522109,Itanhaém,35,São Paulo,Sudeste,418,8,164,0.3923444976076555,6,2019-03-03,2025-12-28,14,11.714285714285714,6.0,37.0,0,True
3522158,Itaoca,35,São Paulo,Sudeste,418,8,26,0.06220095693779904,4,2022-04-24,2025-03-16,5,5.2,4.0,11.0,0,True
3522208,Itapecerica da Serra,35,São Paulo,Sudeste,418,8,77,0.18421052631578946,6,2019-06-16,2025-12-21,14,5.5,3.0,36.0,1,True
3522307,Itapetininga,35,São Paulo,Sudeste,418,8,138,0.33014354066985646,6,2019-04-07,2024-12-08,15,9.2,4.0,53.0,1,True
3522406,Itapeva,35,São Paulo,Sudeste,418,8,161,0.38516746411483255,7,2019-03-31,2025-12-28,17,9.470588235294118,5.0,37.0,2,True
3522505,Itapevi,35,São Paulo,Sudeste,418,8,124,0.2966507177033493,7,2018-07-29,2025-11-16,14,8.857142857142858,4.0,39.0,1,True
3522604,Itapira,35,São Paulo,Sudeste,418,8,111,0.26555023923444976,5,2019-03-03,2025-03-02,11,10.090909090909092,4.0,41.0,2,True
3522653,Itapirapuã Paulista,35,São Paulo,Sudeste,418,8,40,0.09569377990430622,4,2019-04-07,2025-06-22,5,8.0,4.0,15.0,0,True
3522703,Itápolis,35,São Paulo,Sudeste,418,8,88,0.21052631578947367,6,2018-07-22,2024-10-06,8,11.0,9.5,27.0,2,True
3522802,Itaporanga,35,São Paulo,Sudeste,418,8,136,0.3253588516746411,7,2018-01-14,2025-11-30,20,6.8,4.0,24.0,0,True
3522901,Itapuí,35,São Paulo,Sudeste,418,8,106,0.2535885167464115,7,2018-03-18,2025-12-28,16,6.625,4.0,26.0,1,True
3523008,Itapura,35,São Paulo,Sudeste,418,8,87,0.20813397129186603,7,2018-11-18,2024-07-14,14,6.214285714285714,4.0,30.0,1,True
3523107,Itaquaquecetuba,35,São Paulo,Sudeste,418,8,112,0.2679425837320574,7,2018-06-17,2025-01-05,12,9.333333333333334,4.0,53.0,1,True
3523206,Itararé,35,São Paulo,Sudeste,418,8,160,0.3827751196172249,7,2019-06-16,2025-12-28,15,10.666666666666666,5.0,32.0,0,True
3523305,Itariri,35,São Paulo,Sudeste,418,8,68,0.16267942583732056,8,2018-08-05,2025-06-08,11,6.181818181818182,4.0,28.0,0,True
3523404,Itatiba,35,São Paulo,Sudeste,418,8,105,0.2511961722488038,6,2019-04-14,2025-11-30,11,9.545454545454545,4.0,53.0,1,True
3523503,Itatinga,35,São Paulo,Sudeste,418,8,113,0.2703349282296651,6,2019-02-24,2025-06-08,10,11.3,4.0,40.0,2,True
3523602,Itirapina,35,São Paulo,Sudeste,418,8,126,0.3014354066985646,7,2019-02-03,2025-10-05,16,7.875,4.0,39.0,0,True
3523701,Itirapuã,35,São Paulo,Sudeste,418,8,50,0.11961722488038277,5,2018-07-01,2024-06-16,9,5.555555555555555,4.0,14.0,1,True
3523800,Itobi,35,São Paulo,Sudeste,418,8,92,0.22009569377990432,7,2018-06-24,2025-04-20,15,6.133333333333334,3.0,27.0,0,True
3523909,Itu,35,São Paulo,Sudeste,418,8,131,0.3133971291866029,6,2019-08-18,2025-03-23,11,11.909090909090908,4.0,81.0,2,True
3524006,Itupeva,35,São Paulo,Sudeste,418,8,123,0.2942583732057416,6,2019-02-10,2025-02-02,15,8.2,4.0,28.0,1,True
3524105,Ituverava,35,São Paulo,Sudeste,418,8,62,0.14832535885167464,4,2018-06-10,2023-04-09,7,8.857142857142858,6.0,31.0,1,True
3524204,Jaborandi,35,São Paulo,Sudeste,418,8,77,0.18421052631578946,7,2019-03-17,2025-12-14,12,6.416666666666667,4.0,20.0,1,True
3524303,Jaboticabal,35,São Paulo,Sudeste,418,8,113,0.2703349282296651,8,2018-07-01,2025-03-23,9,12.555555555555555,7.0,39.0,2,True
3524402,Jacareí,35,São Paulo,Sudeste,418,8,170,0.40669856459330145,6,2019-04-14,2025-12-28,17,10.0,4.0,61.0,1,True
3524501,Jaci,35,São Paulo,Sudeste,418,8,111,0.26555023923444976,7,2018-06-24,2025-03-30,11,10.090909090909092,8.0,36.0,2,True
3524600,Jacupiranga,35,São Paulo,Sudeste,418,8,91,0.21770334928229665,6,2018-08-12,2024-11-10,14,6.5,4.0,32.0,1,True
3524709,Jaguariúna,35,São Paulo,Sudeste,418,8,139,0.33253588516746413,6,2018-03-11,2025-04-06,9,15.444444444444445,8.0,69.0,1,True
3524808,Jales,35,São Paulo,Sudeste,418,8,106,0.2535885167464115,6,2018-11-25,2025-03-16,4,26.5,31.0,38.0,3,True
3524907,Jambeiro,35,São Paulo,Sudeste,418,8,72,0.1722488038277512,7,2018-10-21,2025-12-07,13,5.538461538461538,3.0,33.0,0,True
3525003,Jandira,35,São Paulo,Sudeste,418,8,93,0.22248803827751196,5,2018-06-17,2025-06-29,9,10.333333333333334,4.0,41.0,0,True
3525102,Jardinópolis,35,São Paulo,Sudeste,418,8,126,0.3014354066985646,7,2019-05-19,2025-12-21,14,9.0,6.0,43.0,2,True
3525201,Jarinu,35,São Paulo,Sudeste,418,8,158,0.37799043062200954,8,2018-11-04,2025-04-06,20,7.9,2.5,70.0,1,True
3525300,Jaú,35,São Paulo,Sudeste,418,8,126,0.3014354066985646,7,2018-09-16,2025-03-23,10,12.6,4.0,50.0,1,True
3525409,Jeriquara,35,São Paulo,Sudeste,418,8,76,0.18181818181818182,5,2018-03-04,2024-05-19,10,7.6,4.0,25.0,0,True
3525508,Joanópolis,35,São Paulo,Sudeste,418,8,120,0.28708133971291866,6,2019-05-19,2025-12-28,21,5.714285714285714,4.0,32.0,1,True
3525607,João Ramalho,35,São Paulo,Sudeste,418,8,93,0.22248803827751196,6,2018-01-14,2025-08-24,13,7.153846153846154,4.0,16.0,0,True
3525706,José Bonifácio,35,São Paulo,Sudeste,418,8,100,0.23923444976076555,7,2018-10-28,2025-03-02,8,12.5,8.0,38.0,1,True
3525805,Júlio Mesquita,35,São Paulo,Sudeste,418,8,105,0.2511961722488038,7,2019-03-31,2025-04-06,11,9.545454545454545,6.0,23.0,1,True
3525854,Jumirim,35,São Paulo,Sudeste,418,8,71,0.16985645933014354,8,2018-07-29,2025-03-30,13,5.461538461538462,4.0,13.0,0,True
3525904,Jundiaí,35,São Paulo,Sudeste,418,8,162,0.3875598086124402,8,2018-12-23,2025-12-28,15,10.8,5.0,49.0,2,True
3526001,Junqueirópolis,35,São Paulo,Sudeste,418,8,142,0.3397129186602871,7,2019-01-27,2025-12-28,15,9.466666666666667,5.0,37.0,0,True
3526100,Juquiá,35,São Paulo,Sudeste,418,8,59,0.14114832535885166,6,2019-05-19,2025-12-07,11,5.363636363636363,6.0,8.0,0,True
3526209,Juquitiba,35,São Paulo,Sudeste,418,8,64,0.15311004784688995,6,2018-06-17,2025-10-12,8,8.0,3.5,30.0,0,True
3526308,Lagoinha,35,São Paulo,Sudeste,418,8,95,0.22727272727272727,8,2017-12-31,2025-10-19,17,5.588235294117647,4.0,31.0,1,True
3526407,Laranjal Paulista,35,São Paulo,Sudeste,418,8,154,0.3684210526315789,7,2018-12-30,2025-11-02,15,10.266666666666667,4.0,43.0,2,True
3526506,Lavínia,35,São Paulo,Sudeste,418,8,133,0.3181818181818182,7,2018-12-30,2025-04-27,21,6.333333333333333,4.0,29.0,1,True
3526605,Lavrinhas,35,São Paulo,Sudeste,418,8,72,0.1722488038277512,5,2019-03-10,2024-06-16,7,10.285714285714286,6.0,29.0,0,True
3526704,Leme,35,São Paulo,Sudeste,418,8,154,0.3684210526315789,6,2017-12-31,2025-04-13,8,19.25,19.5,47.0,1,True
3526803,Lençóis Paulista,35,São Paulo,Sudeste,418,8,189,0.45215311004784686,8,2018-07-01,2025-12-28,15,12.6,5.0,84.0,1,True
3526902,Limeira,35,São Paulo,Sudeste,418,8,153,0.3660287081339713,7,2018-08-12,2025-11-16,14,10.928571428571429,5.5,57.0,2,True
3527009,Lindóia,35,São Paulo,Sudeste,418,8,86,0.20574162679425836,7,2018-01-07,2025-10-26,15,5.733333333333333,3.0,22.0,0,True
3527108,Lins,35,São Paulo,Sudeste,418,8,146,0.3492822966507177,8,2018-06-24,2025-02-16,9,16.22222222222222,15.0,45.0,2,True
3527207,Lorena,35,São Paulo,Sudeste,418,8,114,0.2727272727272727,5,2018-07-15,2024-12-22,8,14.25,3.0,44.0,1,True
3527256,Lourdes,35,São Paulo,Sudeste,418,8,111,0.26555023923444976,7,2018-10-21,2025-02-09,15,7.4,4.0,32.0,3,True
3527306,Louveira,35,São Paulo,Sudeste,418,8,136,0.3253588516746411,7,2019-03-17,2025-11-23,19,7.157894736842105,4.0,57.0,1,True
3527405,Lucélia,35,São Paulo,Sudeste,418,8,75,0.17942583732057416,4,2019-03-31,2023-05-28,4,18.75,9.5,54.0,1,True
3527504,Lucianópolis,35,São Paulo,Sudeste,418,8,96,0.22966507177033493,5,2019-02-03,2025-07-27,11,8.727272727272727,8.0,21.0,1,True
3527603,Luís Antônio,35,São Paulo,Sudeste,418,8,140,0.3349282296650718,7,2018-08-19,2025-12-28,15,9.333333333333334,5.0,39.0,1,True
3527702,Luiziânia,35,São Paulo,Sudeste,418,8,98,0.23444976076555024,7,2019-04-07,2025-06-08,13,7.538461538461538,5.0,19.0,0,True
3527801,Lupércio,35,São Paulo,Sudeste,418,8,106,0.2535885167464115,6,2019-03-10,2024-11-24,11,9.636363636363637,6.0,26.0,1,True
3527900,Lutécia,35,São Paulo,Sudeste,418,8,111,0.26555023923444976,7,2019-05-12,2025-04-06,20,5.55,4.0,24.0,0,True
3528007,Macatuba,35,São Paulo,Sudeste,418,8,130,0.31100478468899523,7,2019-01-27,2025-10-19,14,9.285714285714286,4.0,38.0,0,True
3528106,Macaubal,35,São Paulo,Sudeste,418,8,93,0.22248803827751196,6,2018-08-26,2025-01-26,5,18.6,15.0,43.0,2,True
3528205,Macedônia,35,São Paulo,Sudeste,418,8,105,0.2511961722488038,7,2018-08-05,2025-02-23,11,9.545454545454545,7.0,39.0,3,True
3528304,Magda,35,São Paulo,Sudeste,418,8,106,0.2535885167464115,6,2019-03-03,2025-11-30,14,7.571428571428571,4.0,22.0,1,True
3528403,Mairinque,35,São Paulo,Sudeste,418,8,133,0.3181818181818182,7,2019-03-03,2025-12-28,17,7.823529411764706,5.0,49.0,1,True
3528502,Mairiporã,35,São Paulo,Sudeste,418,8,124,0.2966507177033493,5,2019-03-31,2024-12-22,12,10.333333333333334,4.5,60.0,1,True
3528601,Manduri,35,São Paulo,Sudeste,418,8,73,0.17464114832535885,5,2019-04-21,2025-10-26,10,7.3,4.0,34.0,1,True
3528700,Marabá Paulista,35,São Paulo,Sudeste,418,8,94,0.22488038277511962,7,2019-02-17,2025-12-28,18,5.222222222222222,3.0,26.0,0,True
3528809,Maracaí,35,São Paulo,Sudeste,418,8,122,0.291866028708134,6,2018-06-17,2024-12-01,9,13.555555555555555,8.0,29.0,2,True
3528858,Marapoama,35,São Paulo,Sudeste,418,8,108,0.2583732057416268,7,2019-02-10,2025-12-14,14,7.714285714285714,5.5,21.0,1,True
3528908,Mariápolis,35,São Paulo,Sudeste,418,8,111,0.26555023923444976,6,2019-01-13,2025-09-14,9,12.333333333333334,7.0,32.0,2,True
3529005,Marília,35,São Paulo,Sudeste,418,8,177,0.423444976076555,7,2018-07-22,2025-10-05,9,19.666666666666668,16.0,87.0,2,True
3529104,Marinópolis,35,São Paulo,Sudeste,418,8,127,0.3038277511961722,7,2018-06-03,2025-12-28,18,7.055555555555555,4.0,25.0,2,True
3529203,Martinópolis,35,São Paulo,Sudeste,418,8,118,0.2822966507177033,8,2018-08-05,2025-09-21,17,6.9411764705882355,4.0,23.0,1,True
3529302,Matão,35,São Paulo,Sudeste,418,8,109,0.2607655502392344,6,2018-10-21,2025-12-14,11,9.909090909090908,5.0,48.0,2,True
3529401,Mauá,35,São Paulo,Sudeste,418,8,109,0.2607655502392344,5,2018-07-15,2025-09-14,6,18.166666666666668,6.5,57.0,1,True
3529500,Mendonça,35,São Paulo,Sudeste,418,8,116,0.27751196172248804,6,2018-07-22,2025-12-07,12,9.666666666666666,5.0,46.0,2,True
3529609,Meridiano,35,São Paulo,Sudeste,418,8,144,0.3444976076555024,7,2018-05-27,2025-02-09,12,12.0,8.5,38.0,2,True
3529658,Mesópolis,35,São Paulo,Sudeste,418,8,99,0.23684210526315788,6,2019-04-07,2025-02-23,7,14.142857142857142,8.0,41.0,1,True
3529708,Miguelópolis,35,São Paulo,Sudeste,418,8,71,0.16985645933014354,6,2018-05-20,2025-11-30,20,3.55,4.0,8.0,1,True
3529807,Mineiros do Tietê,35,São Paulo,Sudeste,418,8,103,0.24641148325358853,7,2019-02-10,2025-01-12,12,8.583333333333334,5.0,25.0,3,True
3529906,Miracatu,35,São Paulo,Sudeste,418,8,101,0.24162679425837322,6,2018-10-21,2024-06-02,11,9.181818181818182,5.0,24.0,1,True
3530003,Mira Estrela,35,São Paulo,Sudeste,418,8,122,0.291866028708134,7,2018-05-27,2025-02-02,12,10.166666666666666,8.0,27.0,2,True
3530102,Mirandópolis,35,São Paulo,Sudeste,418,8,116,0.27751196172248804,7,2018-07-15,2025-12-14,17,6.823529411764706,3.0,44.0,1,True
3530201,Mirante do Paranapanema,35,São Paulo,Sudeste,418,8,75,0.17942583732057416,4,2020-05-24,2025-06-22,8,9.375,7.0,29.0,1,True
3530300,Mirassol,35,São Paulo,Sudeste,418,8,130,0.31100478468899523,6,2018-05-06,2025-06-01,8,16.25,5.5,56.0,2,True
3530409,Mirassolândia,35,São Paulo,Sudeste,418,8,145,0.34688995215311,8,2018-07-29,2025-12-28,16,9.0625,4.0,45.0,1,True
3530508,Mococa,35,São Paulo,Sudeste,418,8,88,0.21052631578947367,4,2018-06-24,2024-08-18,7,12.571428571428571,7.0,30.0,1,True
3530607,Mogi das Cruzes,35,São Paulo,Sudeste,418,8,85,0.20334928229665072,5,2019-06-02,2025-02-02,7,12.142857142857142,3.0,58.0,1,True
3530706,Mogi Guaçu,35,São Paulo,Sudeste,418,8,123,0.2942583732057416,6,2018-06-03,2025-04-13,9,13.666666666666666,4.0,51.0,1,True
3530805,Mogi Mirim,35,São Paulo,Sudeste,418,8,124,0.2966507177033493,6,2018-06-10,2025-05-04,4,31.0,30.0,63.0,2,True
3530904,Mombuca,35,São Paulo,Sudeste,418,8,88,0.21052631578947367,6,2019-04-14,2025-12-21,13,6.769230769230769,4.0,22.0,1,True
3531001,Monções,35,São Paulo,Sudeste,418,8,69,0.16507177033492823,7,2018-07-01,2025-03-02,11,6.2727272727272725,4.0,15.0,2,True
3531100,Mongaguá,35,São Paulo,Sudeste,418,8,92,0.22009569377990432,6,2018-07-01,2024-09-08,10,9.2,4.5,26.0,1,True
3531209,Monte Alegre do Sul,35,São Paulo,Sudeste,418,8,94,0.22488038277511962,7,2018-02-25,2025-10-12,17,5.529411764705882,4.0,22.0,1,True
3531308,Monte Alto,35,São Paulo,Sudeste,418,8,149,0.35645933014354064,7,2018-04-22,2025-03-30,9,16.555555555555557,14.0,55.0,2,True
3531407,Monte Aprazível,35,São Paulo,Sudeste,418,8,99,0.23684210526315788,8,2018-08-26,2025-03-16,12,8.25,4.0,28.0,1,True
3531506,Monte Azul Paulista,35,São Paulo,Sudeste,418,8,76,0.18181818181818182,5,2018-12-09,2024-12-22,8,9.5,4.0,31.0,2,True
3531605,Monte Castelo,35,São Paulo,Sudeste,418,8,111,0.26555023923444976,5,2018-07-22,2023-01-29,9,12.333333333333334,7.0,27.0,1,True
3531704,Monteiro Lobato,35,São Paulo,Sudeste,418,8,99,0.23684210526315788,7,2018-02-25,2025-12-28,18,5.5,4.0,25.0,0,True
3531803,Monte Mor,35,São Paulo,Sudeste,418,8,117,0.2799043062200957,7,2019-03-10,2025-11-30,11,10.636363636363637,5.0,42.0,1,True
3531902,Morro Agudo,35,São Paulo,Sudeste,418,8,157,0.37559808612440193,6,2018-12-23,2025-07-06,10,15.7,10.5,42.0,2,True
3532009,Morungaba,35,São Paulo,Sudeste,418,8,128,0.3062200956937799,8,2018-01-07,2025-09-21,19,6.7368421052631575,4.0,33.0,0,True
3532058,Motuca,35,São Paulo,Sudeste,418,8,89,0.21291866028708134,7,2018-03-18,2025-12-28,14,6.357142857142857,4.0,21.0,0,True
3532108,Murutinga do Sul,35,São Paulo,Sudeste,418,8,90,0.215311004784689,5,2018-06-24,2025-11-09,14,6.428571428571429,5.0,18.0,1,True
3532157,Nantes,35,São Paulo,Sudeste,418,8,104,0.24880382775119617,6,2019-06-30,2025-11-16,14,7.428571428571429,4.5,21.0,0,True
3532207,Narandiba,35,São Paulo,Sudeste,418,8,108,0.2583732057416268,6,2019-04-21,2025-12-28,15,7.2,4.0,22.0,0,True
3532306,Natividade da Serra,35,São Paulo,Sudeste,418,8,113,0.2703349282296651,6,2017-12-31,2024-12-22,16,7.0625,5.0,29.0,2,True
3532405,Nazaré Paulista,35,São Paulo,Sudeste,418,8,88,0.21052631578947367,7,2018-11-11,2025-01-12,9,9.777777777777779,6.0,28.0,3,True
3532504,Neves Paulista,35,São Paulo,Sudeste,418,8,107,0.25598086124401914,7,2018-04-29,2025-02-23,9,11.88888888888889,4.0,36.0,2,True
3532603,Nhandeara,35,São Paulo,Sudeste,418,8,119,0.284688995215311,7,2018-12-16,2025-10-26,8,14.875,12.0,39.0,4,True
3532702,Nipoã,35,São Paulo,Sudeste,418,8,151,0.361244019138756,7,2019-02-10,2025-06-29,14,10.785714285714286,8.0,33.0,1,True
3532801,Nova Aliança,35,São Paulo,Sudeste,418,8,122,0.291866028708134,7,2018-12-23,2025-02-09,9,13.555555555555555,9.0,38.0,2,True
3532827,Nova Campina,35,São Paulo,Sudeste,418,8,43,0.10287081339712918,4,2020-03-01,2025-03-23,5,8.6,4.0,26.0,0,True
